Text,Emotion,Intensity,Clean_Text
Finished writing my second book tonight. #somber #sad #youpromised #havemercy #author #writer #needpublisher #beingedited #workingonsidebook,sadness,0.521,finish write second book tonight
@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.,sadness,0.521,take feeling kei unfairly lip form frown try walk away
@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind ,sadness,0.521,try early flt turnd away bcuz late agent let pas
Thank God she warned me before I walked to that sink cause lord knows I would've been sick to my stomach and would've wanted to sue lbvfs,sadness,0.521,thank god warn walk sink cause lord know sick stomach want sue lbvfs
So now... yeah. I'm home again.\nStill feeling mixed up inside &amp; kinda gloomy. But a little more optimistic that I'll figure this out.,sadness,0.521,yeah home feeling mix inside amp kinda gloomy little optimistic figure
penny dreadful just cleaved off a fraction of my heart,sadness,0.521,penny dreadful cleave fraction heart
"@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down move",sadness,0.521,gundlach call round doom gloom
"Everything is far away because time is short, no rest for the weary.",sadness,0.521,far away time short rest weary
@chelseafc let them know it's the #blues,sadness,0.521,let know
We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!,sadness,0.521,want help office learn treatment wait
"@AliceGoodman17 i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse",sadness,0.521,dunno get spacious lovely autumnal melancholy present apocalypse
Got paid to vacuum up rat poop. (-: never a dull day in the biology department ...,sadness,0.521,got pay vacuum rat poop dull day biology department
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, ",sadness,0.521,man onthe helicopter say look like bad dude problem black bad
@pandaflo22 We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you. CM,sadness,0.521,sadden strive bring good service customer cm
Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,sadness,0.521,need tell candice stick shitty pout wind change
When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology  #TMS #ECT,sadness,0.521,health insurance will cover tms let know cover ect
@PurpleReplisol meden is frowning at you with her non existent face,sadness,0.521,meden frown non existent face
@realDonaldTrump negative campaign of doom and gloom don't win elections,sadness,0.521,negative campaign doom gloom win election
"if you have been on depression too u shouldn't be judging him and exposing him to everyone, but helping him",sadness,0.52,depression u judge expose help
@mattwruff sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights,sadness,0.514,sadly constitutional right abortion constitutional right life safety net protect right
@HeyCaraJay I am inconsolable at this GIF in context,sadness,0.509,inconsolable gif context
"@StarklyDark 'Come here. Come on. Into my arms. I'm not going anywhere, Tony, I swear.' Steve told him, quiet and solemn.",sadness,0.5,come come arm go tony swear steve tell quiet solemn
Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless.,sadness,0.5,lisa get want time ultimately leave unfulfilled joyless
@harowe this sad truth!,sadness,0.5,sad truth
@questlove when are people going to realize that these 'riots' are just perpetuating hate. Saying you're going to boycott a city!?! #lost,sadness,0.5,people go realize riot perpetuate hate say go boycott city
Don't wanna go to work but I want the money ,sadness,0.5,wanna work want money
@ManUtd Rooney needs to come off! Absolutely dreadful! ðŸ™ˆðŸ™ˆðŸ™ˆ class goal from @carras16 @carras16 showing why he should be in the team!!,sadness,0.5,rooney need come absolutely dreadful ðÿ ˆðÿ ˆðÿ ˆ class goal showing team
Y'all tune into Snapchat for Beans funereal,sadness,0.5,y tune snapchat bean funereal
"At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' -@GlenEwing #lost #podcasting #talkshoe",sadness,0.5,funeral close casket want play recording complete
@RyhenMessedUp goodbye despair,sadness,0.5,goodbye despair
Ffs dreadful defending,sadness,0.5,ffs dreadful defend
@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither #lost #unwoke,sadness,0.5,change uncle remus lewis
"the waitress recognised me from last time i was in there moping, after my interview haha",sadness,0.5,waitress recognise time mope interview haha
What day is it #lost,sadness,0.5,day
Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised #sad,sadness,0.5,notice story recent day paint positive accomplishment trump challenge hillary
"@ChibiReviews Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west.",sadness,0.5,post series depression bad well bet pick novel soon west
@iTriborg â€” make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful â€”,sadness,0.5,â feel vigorous fine kill say hestia display despair joyful â
"236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots",sadness,0.5,dull sleep crew patch rude
"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.",sadness,0.495,step beating realise wait action
@SimonSSSJ123 @EllieG10853 @Onision @Eugenia_Cooney he sure as hell helped me with my depression and still does,sadness,0.485,sure hell help depression
@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions,sadness,0.479,u fact u ask question later
"@Nataliem55 sadly, war has often been the factor that jump starts US economic growth",sadness,0.479,sadly war factor jump start economic growth
@GrimsToyShow grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would delete,sadness,0.479,grim fuck go dame fucking clown take gameing channel way nj delete
"Leeds surely to drop the prices for that cup tie, rather than the dismal attendance last night..",sadness,0.479,leed surely drop price cup tie dismal attendance night
@greencapt there's something to note in the fact that the mask manufacturer produced her smiling and him frowning.,sadness,0.479,note fact mask manufacturer produce smile frown
The word happiness would lose its meaning if it were not balanced by sadness.,sadness,0.479,word happiness lose mean balanced sadness
@TouchPH  The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue.,sadness,0.479,solution punish criminal way discourage crime circle continue
@KristenWACamera I really enjoyed both episodes. I had a bit of a gloomy day today but I feel a sense of inspiration from listening.,sadness,0.479,enjoy episode bit gloomy day today feel sense inspiration listen
"1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer",sadness,0.479,end thing hand ye unto prayer
"@aidanparr haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!!",sadness,0.479,haha sorry grim disturb amp m start lose trust twitter generally
"Literally had a guy (a some-would-say-successful guy) tell me 'this ship will sail' kay guy, first, you're working with a sub, last, it sunk",sadness,0.479,literally guy successful guy tell ship sail kay guy working sub sink
@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS,sadness,0.479,fight racist girl stay gavc kick bs
How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue,sadness,0.479,brave young individual open help raise awareness
Just rough situations all around for Schalke and Werder Bremen to start the campaign. Bremen dashed late with a new manager. Both with 0.,sadness,0.479,rough situation schalke werder breman start campaign breman dash late new manager
"Don't blame yourself,' he spoke, as if she were in the room, kicking the chair beneath him.\n#amwriting #dark",sadness,0.479,blame speak room kicking chair beneath
"@ActualFlatticus @veggie64_leslie @mtracey Call me a pessimist, but I don't think therapy can fix whatever is wrong with Anthony Weiner.",sadness,0.479,pessimist think therapy fix wrong anthony weiner
November #canola lost $5.50 to $464.20 per tonne.,sadness,0.479,november lose tonne
"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer",sadness,0.479,frown let distraught gardevoir say wish trainer
Brad Pitt being investigated for child abuse?! this all just got really #dark,sadness,0.479,brad pitt investigate child abuse get
Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness,0.479,bare video online rehabilitate actually help affliction jut twitter video
Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut. \nâ€• Ernest Hemingway #quote,sadness,0.479,sober say drunk teach mouth shut ernest hemingway
"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --",sadness,0.479,tooth sink vein poor woman accidentally small problem engine outside
@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. ,sadness,0.479,bad possible decision arrive uk shocking service poor coverage
lost my 244 day snapchat streak i'm done,sadness,0.477,lose day snapchat streak
@ReserveHinata tend to them he's going to get infections. \n\nHe's frowning and looking down as he does this. \nIt must hurt damn.],sadness,0.475,tend go infection frown looking hurt damn
@EmotionalLimine you're sadly mistaken if you think I'd make a tweet for an isolated comment by a random twitter user.,sadness,0.469,sadly mistaken think tweet isolate comment random twitter user
@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! ,sadness,0.464,wait hour cancel order place spending hour phone
i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main,sadness,0.461,stop watch gotham cause drop tabitha barb relationship pine main
"@_JuliaSteiner : I liked that she was not moping around in all of the episode. She had a moment of emotional weakness, felt sorry about -",sadness,0.46,like mope episode moment emotional weakness feel sorry
@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth ,sadness,0.458,confident experience success good hope bournemouth
Never leave me alone with my credit card. Nope nope mope.,sadness,0.458,leave credit card nope nope mope
@SandraTXAS @6bird4 @CajunKangaroo @justanavywife please. Or you could be clouded by your passion. Emotion leads you from the truth.,sadness,0.458,cloud passion emotion lead truth
The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.,sadness,0.458,horrible pun day shall return cage dark corner cry amp laugh hysterical
"My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home",sadness,0.458,house not mess friend come
â€œWe can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.â€â€“Plato,sadness,0.458,â œwe easily real
"@DxfyingGrxvity - that were rather forlorn, scanning the witches house before resting back on Elphie. 'The Grimmerie is gone.'",sadness,0.458,forlorn scanning witch house rest elphie grimmerie go
@FacMagnaAmerica  #CureForInsomnia And the left said WE were all doom &amp; gloom. The Trump Train is so much more fun!,sadness,0.458,leave say doom amp gloom trump train fun
History repeating itself..GAA is our culture how dare anyone think it's ok to discourage any Irish person from attending any match or final,sadness,0.458,history repeat gaa culture dare think ok discourage irish person attend match final
Mayor visits downtrodden part o town in brave PR stunt. More at eleven.,sadness,0.458,mayor visit downtrodden o town brave pr stunt
went to Pet Supplies Plus tonight but @neitzkeamara was not working I feel #lost and #confused,sadness,0.458,go pet supply plus tonight working feel
@mik61scot @longshankseddie @ROSAZAMBONINI @YouTube I thought it was because she once sunk her teeth into something that's meant 2b sooked,sadness,0.458,think sink tooth mean sooke
@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!,sadness,0.458,doom gloom want hear lovely thing airbnb
"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.",sadness,0.458,maybe ask study hard job like way dreadful
"@Cpt_SRogers_\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --",sadness,0.458,way accept go change mope
@CarrieLynne2323 totally get it. When you've said no to donuts 13 times one week and lost 0.3 lbs you get discouraged! But it's not linear ðŸ˜˜,sadness,0.458,totally say donut times week lose lbs discourage linear
You don't know how to love me when you're sober #sober #selenagomez #revival,sadness,0.458,know love sober
@SkyNews err I wasnt gloomy.  17.2 mio people were not gloomy only #remain were #Brexit,sadness,0.458,err not gloomy mio people gloomy
"@coalese ðŸ˜‚ðŸ˜‚ðŸ˜‚. Sure half these stars get together,break up,have affairs,let porn vids slip out,fight,ect etc all to up there ratings. #sad ðŸ˜‚",sadness,0.458,sure half star break affair let porn vid slip fight ect etc rating
Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods,sadness,0.458,m put word mouth bitch add sentence shit blood
@theflabar It's a #foggy and #dark morning here - so #filter this time.  For #lighting purposes. :),sadness,0.458,morning time purpose
What do you do?'\n'You are not worthy enough to know.' #what #serious,sadness,0.458,worthy know
"If a friend lost his/her phone, how long do they have to mourn their lost phones before you ask for their earpiece?",sadness,0.458,friend lose phone long mourn lose phone ask earpiece
"@LucidBurrito Doesnt do it to anyone else, he literally pulled me into the office cause someone complained I spit in the sink yesterday",sadness,0.457,not literally pull office cause complain spit sink yesterday
Why doesn't anybody I know watch penny dreadful? â˜¹ï¸ï¸,sadness,0.455,anybody know watch penny dreadful
Am a very old person I can't handle some stuff....lol I just left her there.... Get back to me when you're sober,sadness,0.455,old person handle stuff lol leave sober
@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,sadness,0.45,people negativity fill inside m happy gloomy world like u exist namjoon
. @UNFCCC @uncclearn The problem is the time it has taken to do this means its going to be out of date already. #sadly,sadness,0.445,problem time take mean go date
"Trying to think positive, and not let this situation discourage me âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨âœ¨",sadness,0.44,try think positive let situation discourage
Candice on great british bake off with that pout does my head in ðŸ‘ŠðŸ»ðŸ™„,sadness,0.438,candice great british bake pout head
@BBCSport too dull for the UK.,sadness,0.438,dull uk
@LazyBoiSam blues... blues? ðŸ¤”,sadness,0.438,blue blue ðÿ
Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK,sadness,0.438,think british political landscape desolate look foam wasteland think ok
"@kikibug13 Don't look. You'll only be very, very unhappy. \n\n(NNGH. I got the email notif THANK YOU.)",sadness,0.438,look unhappy get email notif thank
Positive thoughts on these gloom cloudy days,sadness,0.438,positive thought gloom cloudy day
When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure,sadness,0.438,train pitch black outside idea
"@Ren102e906 Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)",sadness,0.438,discourage maybe prayer divine intervention help help
"@Janet_Reid Wonderful post! Novelists shouldn't be discouraged by rejection, but they usually are because their work is so personal.",sadness,0.438,wonderful post novelist discourage rejection usually work personal
Cheap pout my brodcast,sadness,0.438,cheap pout brodcast
"So I tried to give her time to sober up, while waiting at the our friend's house. 2 hours later, gal wake up out her nap to vomit again.",sadness,0.438,try time sober wait friend house hour later gal wake nap vomit
@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves,sadness,0.438,commit crime soul sober ppl know good bad
@rickygervais my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad,sadness,0.438,time slough check new station floor
"Niggas murking in each other. In murky water, I try to swim.",sadness,0.438,niggas murk murky water try swim
@talkRobyn oh dear I have to watch this the woman with the pout did well,sadness,0.438,oh dear watch woman pout
As I lost my heart to you there in the dark.. Underneath the stars ðŸŽ§,sadness,0.438,lose heart dark underneath star
It's dark,sadness,0.438,dark
$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.,sadness,0.438,fogo max pessimism solid pe ratio restaurant let catch level level come
@ThatWhiteSoxFan @tbtrill not as sad as the White Sox playing record ;),sadness,0.438,sad white sox playing record
@BeeTuppy We're sorry to hear about the issues and how this is making you feel. We don't like to hear our customers being unhappy :-( We,sadness,0.438,sorry hear issue make feel like hear customer unhappy
and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?',sadness,0.438,naoto nod like tha band frown band papa roach concert
@delhi_lawyer @BhagwanUvach @ShivAroor sad . This is not film story. Who knows could be ploy to escalate tension. Unverified report no hype,sadness,0.438,sad film story know ploy escalate tension unverifie report hype
@Samkingftw nahh thats grim,sadness,0.438,nahh s grim
"It's my last week at CN! I'm gonna be sad to leave, but this will also be my first planned break since going into animation!",sadness,0.438,week cn go to sad leave plan break go animation
"@AdamAaronovich Well, there's no need to sulk. You can always request a song, you know.",sadness,0.438,need sulk request song know
"@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle.",sadness,0.438,disappointment fake pout start chuckle
Shoutout to the drunk man on the bus who pissed in a bottle and on the seats ,sadness,0.436,shoutout drunk man bus piss bottle seat
"LORD MAKE ME AN INSTRUMENT OF YOUR PEACE â€” Where there's hate, let me sow love â€” Where there's injury, pardon â€” Where there's despair, hope",sadness,0.427,lord instrument peace â hate let sow love â injury pardon â despair hope
"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\nâ€œShe ran away from me. But I cannot blame her.â€",sadness,0.426,turn old woman look sybil somber expression œshe run away blame
An hour played and @ASFCofficial have conceded less at West ham than @ManUtd have at northampton.  Let that sink in.,sadness,0.42,hour play concede west ham northampton let sink
some people leave toilets in fucking grim states,sadness,0.42,people leave toilet fuck grim state
@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime ,sadness,0.417,god shill seriously need major rethink lab gove lifetime
NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull,sadness,0.417,nl bureaucrat director group form oppose nl megaproject dull
@jwonder81 @MacadamionNut well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric,sadness,0.417,sake progress discourage problem substance rhetoric
Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings #serious,sadness,0.417,plot step cut minivan tomorrow drop line
The Sunderland time line is quite funny with all the doom &amp; gloom in facing us and the long trip to us midweek. #whatgoesaroundcomesaround,sadness,0.417,sunderland time line funny doom amp gloom face long trip midweek
"@Gsmsbooksrus @goodreads 'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory",sadness,0.417,shine good deed weary world roald dahl charlie chocolate factory
"Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'",sadness,0.417,like grind boy life change year dark sun shine
"@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat",sadness,0.417,got run great north run wait run month time dark
Awareness of time is awareness of time lost. #awareness #time ,sadness,0.417,awareness time awareness time lose
the ending of how I met your mother is dreadful,sadness,0.417,end meet mother dreadful
"@JoyceCarolOates \nBreath. You are trending despondent. Mrs Clinton will win. If you keep your gloves on, guard up, and punch like hell.",sadness,0.417,trend despondent mrs clinton win gloves guard punch like hell
@A_RockasThe U.S. has added years to the Syrian conflict by arming the 'rebel' army. You would think that Iraq had sunk in with Kerry.,sadness,0.417,add year syrian conflict arm rebel army think iraq sink kerry
"When we are weak &amp; in despair, our Mighty God is near;He will give us strength &amp; joy &amp; hope, &amp; calm our inner fear, just have faith &amp; trust.",sadness,0.417,weak amp despair mighty god strength amp joy amp hope amp calm inner fear faith amp trust
Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is #lost,sadness,0.417,work blanchardstown shopping centre year figure today mark amp spencer
#vinb I'm alot more interested in hearing bout differences between parties political ideologies. Parties murky origins r irrefutable #vinb,sadness,0.417,alot interested hear bout difference party political ideology party murky origin r irrefutable
Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed,sadness,0.417,higginbotham flippant dismissal worry carrick lack pace dismal nimble midfielder carrick expose
Flight 815 crashed on The Lost Island 2004 #lost @JoshuaJThurston,sadness,0.417,flight crash lose island
@littlebakaa @AlcohoIPorn give me a smiling emoticon will ya? i dont like the idea of you frowning &gt;.&lt;,sadness,0.417,
"The man who is a pessimist before 48 knows too much; if he is an optimist after it, he knows too little.'\n-Mark Twain",sadness,0.417,man pessimist know optimist know little mark twain
@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you,sadness,0.417,sadly bed announce go thank u love
@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. Using fear to state his views. Not getting the facts before making a serious statement???,sadness,0.417,fear state view get fact make statement
Marcos rojo plays for man united !!  Just let that sink in !!!,sadness,0.417,marcos rojo plays man united let sink
"Sometimes people leave you halfway through the wood. Do not let it grieve you, no one leaves for good. #youarenotalone #nooneisalone",sadness,0.417,people leave halfway wood let grieve leave good
i lost my wallet lol.... again....,sadness,0.417,lose wallet lol
"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)",sadness,0.417,kali kitten ask frown curl fair skin forehead show scar cat
@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.,sadness,0.415,feel strongly need work right dreadful wrong
@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither  #unwoke,sadness,0.414,change uncle remus lewis
Sister: (Canadian player does something shady.) Jonathan Toews is frowning and he doesn't know why. #WorldCupOfHockey,sadness,0.404,sister canadian player shady jonathan toews frown know
Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,sadness,0.397,candice pout get preposterous week week go bit jack nicholson joker
@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process ,sadness,0.397,childhood experience inform adult relationship associative memory question ability process
@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today,sadness,0.396,turn grumpy frown upside impossible today
I have serious problems with the expectation that private philanthropy should replace functional government services...this is dangerous,sadness,0.396,problem expectation private philanthropy replace functional government service dangerous
@LidlUK Just bought a pack of two medallion beef steaks. Got home. Cooked them. One steak is 100% pork. I had one unhappy mother. ðŸ®ðŸ·,sadness,0.396,buy pack medallion beef steak get home cook steak pork unhappy mother
"Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts",sadness,0.396,hopefully time play team player score take shirt away end purely wind joyless cunt
Life's too short to be frowning for so long,sadness,0.396,life short frown long
A Leopard never changes its spots! #lost,sadness,0.396,leopard change spot
In need of a serious nap rn,sadness,0.396,need nap rn
"Sky news still pushing the Brexit gloom line, managing to ignore the fact it's simply not happening. 'But in the future.....'",sadness,0.396,sky news push brexit gloom line manage ignore fact simply happen future
@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @AK_Forty7,sadness,0.396,ask gate crash dumb idiosyncrasy sober people analyze
"A pessimist is someone who, when opportunity knocks, complains about the noise.",sadness,0.396,pessimist opportunity knock complain noise
@lee_family5 @USAneedsTRUMP @HillaryClinton @realDonaldTrump You can't be serious. This man practices no religion. Only in church campaignin,sadness,0.396,man practice religion church campaignin
"@JohnWildy71 something, too confused to type an entire word ðŸ˜œ See, I can laugh again. My hour of sadness has almost passed",sadness,0.396,confused type entire word laugh hour sadness pass
@jenhasonen it is supposed to be #dark and #gritty though,sadness,0.396,suppose
"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink",sadness,0.396,pretentious dick night gallery fucking towel dry sink
"That's me for the evening, though! Way too lit to finish these off properly without causing some serious mischief.",sadness,0.396,evening way light finish properly cause mischief
"Interview preparation, I hate talking about myself, one dull subject matter! #yawnoff",sadness,0.396,interview preparation hate talk dull subject matter
@duncantrussell does Remo Williams ever actually 'save' anyone or does he just sulk around killing random undesirables ?,sadness,0.396,remo williams actually save sulk kill random undesirable
@JoaquinPutoAmo vas a ir al de the amaity affliction?,sadness,0.396,vas ir al de amaity affliction
@Fatumoriginal there's no sitcom better! If u can't laugh at Sheldon or Leonard then u are sober for real! No two ways about it,sadness,0.396,sitcom well u laugh sheldon leonard u sober real way
â€œThe immense importance of football is sometimes scary. When you donâ€™t win you are responsible for so many unhappy people.â€ - Arsene Wenger,sadness,0.396,â œthe immense importance football scary donâ t win responsible unhappy arsene wenger
"Kudos to TC for benching Bruce. He isn't helping the team, so he rides pine. We have games to win. Discussion over. #Mets",sadness,0.396,kudo tc bench bruce help team ride pine game win discussion
"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.",sadness,0.396,people want pine ridge little wound oelrich start think transfer wanna stay cloud decision man
Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing.,sadness,0.396,cam ig post stupid ass font use well
@VosachResrus ^'ll just #wobble carry you #sink,sadness,0.396,carry
No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness,0.396,episode today whilst edit power outage rebuild tomorrow
@10carley what a sulky pants!,sadness,0.396,sulky pant
Seeing something that hurt so much in the past in front of me now and not a single sign of grieve. Magicalllll.  âœ¨,sadness,0.396,see hurt past single sign grieve magicalllll
"I'm done with your piano, blues playing, smooth talking ass. On to the nexttt",sadness,0.381,piano blue play smooth talk ass nexttt
were sat in my sat room cloved watchin Manchester Unide @ManUtd v Norffampton do you fink but @WayneRooney is still goal fret at iced level,sadness,0.375,sit sat room clove watchin manchester unide v norffampton fink goal fret ice level
"It is a solemn thing, and no small scandal in the Kingdom, to see Godâ€™s children starving while seated at the Fatherâ€™s table. -AW Tozer",sadness,0.375,solemn thing small scandal kingdom godâ s child starve seat fatherâ s table tozer
Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost,sadness,0.375,hey find play history new
Do not grow weary in doing good. The treadlines are better than deadlines.' @billclinton #CGI2016,sadness,0.375,grow weary good treadlines well deadline
Fellaini has been playing ahead of this guy...just let that sink in,sadness,0.375,fellaini play ahead guy let sink
@SatansLezzie @gehrig38 @joesmith12431 @ejamesl I think he was huffing that pine tar they use for bat gripping.,sadness,0.375,think huff pine tar use bat grip
Gonna be a loooooong year as a Browns fan. Longer than normal and that's ,sadness,0.375,go to loooooong year browns fan long normal
@RossKemp great programme tonight  #upsetting #extremeworld,sadness,0.375,great programme tonight
Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious,sadness,0.375,tell wife chance sydney team afl grand final response sydney afl team
"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there.  #ignorant",sadness,0.375,hard tell pic mistake way say initially race u take
Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.,sadness,0.375,wonder mother know dark humor realize butt apple pastel pie
Damn gud #premiere #LethalWeapon...#funny and #serious,sadness,0.375,damn gud
"@sundersays made me laugh, that quote. In a sort of rueful way.",sadness,0.375,laugh quote sort rueful way
"But When it come to a serious situation, I be glad I gave it deep thought ðŸ’¯",sadness,0.375,come situation glad give deep thought
All this doom and gloom! We scored from open play again! And only conceded two this time. #progress they means a 1-1 draw on Saturday for me,sadness,0.375,doom gloom score open play concede time mean draw saturday
Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB,sadness,0.375,contactless affliction kart need psychological moment xbeujgb
"@LBardugo Start w/ the 3 songs in Blue Neighborhood\n1) Wild\n2)Fools\n3)Talk Me down ðŸ˜­ðŸ˜­for #Wesper\nAlso,\n4)Too Good.  #serious kaz/inej feelz",sadness,0.375,start song blue good kaz inej feelz
"the grave of a beat, a bravehearted cave lover, cage lover, sage #lover who made #soup of you, twisted to spoony #melancholy, spikes, spices",sadness,0.375,grave beat bravehearted cave lover cage lover sage twist spoony spike spice
"Like, 'loon attic'. Luckily it quickly sunk in that it was the wrong pronunciation, but I still couldn't stop saying it. It just stuck.",sadness,0.375,like loon attic luckily quickly sink wrong pronunciation stop say stuck
"I'm onto you, @Sargon_of_Akkad, I know you secretly pine for a masculine order, objective morality, and disciplined transcendent pursuits.",sadness,0.375,know secretly pine masculine order objective morality discipline transcendent pursuit
